Symbol,Name,Sector,industry
ETRM,EnteroMedics Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EVAR,"Lombard Medical, Inc.",Health Care,Medical/Dental Instruments
EVOK,"Evoke Pharma, Inc.",Health Care,Major Pharmaceuticals
EXAC,"Exactech, Inc.",Health Care,Industrial Specialties
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FATE,"Fate Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBIO,"Fortress Biotech, Inc.",Health Care,Major Pharmaceuticals
FCSC,Fibrocell Science Inc,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",Health Care,Major Pharmaceuticals
FLGT,"Fulgent Genetics, Inc.",Health Care,Medical Specialities
FLKS,"Flex Pharma, Inc.",Health Care,Major Pharmaceuticals
FLXN,"Flexion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
FMI,"Foundation Medicine, Inc.",Health Care,Medical Specialities
FOLD,"Amicus Therapeutics, Inc.",Health Care,Major Pharmaceuticals
FONR,Fonar Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FPRX,"Five Prime Therapeutics, Inc.",Health Care,Major Pharmaceuticals
FVE,"Five Star Quality Care, Inc.",Health Care,Hospital/Nursing Management
FWP,Forward Pharma A/S,Health Care,Major Pharmaceuticals
GALE,"Galena Biopharma, Inc.",Health Care,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals
GALTU,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals
GALTW,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals
GBT,"Global Blood Therapeutics, Inc.",Health Care,Major Pharmaceuticals
GCVRZ,Sanofi,Health Care,Major Pharmaceuticals
GEMP,Gemphire Therapeutics Inc.,Health Care,Major Pharmaceuticals
GENE,Genetic Technologies Ltd,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GERN,Geron Corporation,Health Care,Major Pharmaceuticals
GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities
GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLMD,Galmed Pharmaceuticals Ltd.,Health Care,Major Pharmaceuticals
GLPG,Galapagos NV,Health Care,Major Pharmaceuticals
GLYC,"GlycoMimetics, Inc.",Health Care,Major Pharmaceuticals
GNCA,"Genocea Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNMK,"GenMark Diagnostics, Inc.",Health Care,Medical/Dental Instruments
GNMX,"Aevi Genomic Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNVC,"GenVec, Inc.",Health Care,Major Pharmaceuticals
GPAC,Global Partner Acquisition Corp.,Health Care,Hospital/Nursing Management
GPACU,Global Partner Acquisition Corp.,Health Care,Hospital/Nursing Management
GPACW,Global Partner Acquisition Corp.,Health Care,Hospital/Nursing Management
GRFS,"Grifols, S.A.",Health Care,Major Pharmaceuticals
GTXI,"GTx, Inc.",Health Care,Major Pharmaceuticals
GWPH,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HCM,Hutchison China MediTech Limited,Health Care,Major Pharmaceuticals
HCSG,"Healthcare Services Group, Inc.",Health Care,Hospital/Nursing Management
HOLX,"Hologic, Inc.",Health Care,Medical Electronics
HRTX,"Heron Therapeutics, Inc.  ",Health Care,Major Pharmaceuticals
HSGX,Histogenics Corporation,Health Care,Industrial Specialties
HSIC,"Henry Schein, Inc.",Health Care,Medical Specialities
HSKA,Heska Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HTBX,"Heat Biologics, Inc.",Health Care,Major Pharmaceuticals
HZNP,Horizon Pharma plc,Health Care,Major Pharmaceuticals
ICAD,icad inc.,Health Care,Medical/Dental Instruments
ICCC,ImmuCell Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ICLR,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICPT,"Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments
IDRA,"Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDXG,"Interpace Diagnostics Group, Inc.",Health Care,Medical/Dental Instruments
IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMDZ,Immune Design Corp.,Health Care,Major Pharmaceuticals
IMGN,"ImmunoGen, Inc.",Health Care,Major Pharmaceuticals
IMMU,"Immunomedics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMMY,"Imprimis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
IMNP          ,Immune Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
INCR,"INC Research Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
INCY,Incyte Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INFI,"Infinity Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
INGN,"Inogen, Inc",Health Care,Industrial Specialties
INNL,Innocoll Holdings,Health Care,Major Pharmaceuticals
INO,"Inovio Pharmaceuticals, Inc.",Health Care,Medical/Dental Instruments
INSM,"Insmed, Inc.",Health Care,Major Pharmaceuticals
INSY,"Insys Therapeutics, Inc.",Health Care,Major Pharmaceuticals
INVA,"Innoviva, Inc.",Health Care,Major Pharmaceuticals
IONS,"Ionis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
IPCI,Intellipharmaceutics International Inc.,Health Care,Major Pharmaceuticals
IPXL,"Impax Laboratories, Inc.",Health Care,Major Pharmaceuticals
IRIX,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRMD,iRadimed Corporation,Health Care,Medical/Dental Instruments
IRTC,"iRhythm Technologies, Inc.",Health Care,Medical/Dental Instruments
IRWD,"Ironwood Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ISRG,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties
ITCI,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals
ITEK,Inotek Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals
IVTY,"Invuity, Inc.",Health Care,Medical/Dental Instruments
JAGX,"Jaguar Animal Health, Inc.",Health Care,Major Pharmaceuticals
JAZZ,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals
JNCE,"Jounce Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JNP,"Juniper Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
JUNO,"Juno Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KALV,"KalVista Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
KANG,"iKang Healthcare Group, Inc.",Health Care,Medical/Nursing Services
KERX,"Keryx Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals
KITE,"Kite Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KMDA,Kamada Ltd.,Health Care,Major Pharmaceuticals
KMPH,"KemPharm, Inc.",Health Care,Major Pharmaceuticals
KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals
KTOV,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals
KTWO,"K2M Group Holdings, Inc.",Health Care,Medical/Dental Instruments
KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties
LBIO,"Lion Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LENS,Presbia PLC,Health Care,Medical/Dental Instruments
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
LHCG,LHC Group,Health Care,Medical/Nursing Services
LIFE,"aTyr Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LIVN,LivaNova PLC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LLIT,Lianluo Smart Limited,Health Care,Medical/Dental Instruments
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments
LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LOXO,"Loxo Oncology, Inc.",Health Care,Major Pharmaceuticals
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals
LPNT,"LifePoint Health, Inc.",Health Care,Hospital/Nursing Management
LPTX,"LEAP THERAPEUTICS, INC.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MBOT,Microbot Medical Inc. ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,"Moleculin Biotech, Inc.",Health Care,Major Pharmaceuticals
MBVX,"MabVax Therapeutics Holdings, Inc.",Health Care,Major Pharmaceuticals
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MDGS,Medigus Ltd.,Health Care,Medical/Dental Instruments
MDVX,Medovex Corp.,Health Care,Medical/Dental Instruments
MDVXW,Medovex Corp.,Health Care,Medical/Dental Instruments
MDXG,"MiMedx Group, Inc",Health Care,Medical/Dental Instruments
MEDP,"Medpace Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals
MESO,Mesoblast Limited,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGCD,MGC Diagnostics Corporation,Health Care,Medical/Dental Instruments
MGEN,"Miragen Therapeutics, Inc.",Health Care,Medical Specialities
MGLN,"Magellan Health, Inc.",Health Care,Hospital/Nursing Management
MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals
MIRN,"Mirna Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,Health Care,Major Pharmaceuticals
MSLI,Merus Labs International Inc.,Health Care,Major Pharmaceuticals
MTFB,Motif Bio plc,Health Care,Major Pharmaceuticals
MTFBW,Motif Bio plc,Health Care,Major Pharmaceuticals
MTP,Midatech Pharma PLC,Health Care,Major Pharmaceuticals
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYL,Mylan N.V.,Health Care,Major Pharmaceuticals
MYOK,"MyoKardia, Inc.",Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,Health Care,Major Pharmaceuticals
MZOR,Mazor Robotics Ltd.,Health Care,Medical/Dental Instruments
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBRV,Nabriva Therapeutics AG,Health Care,Major Pharmaceuticals
NDRM,NeuroDerm Ltd.,Health Care,Major Pharmaceuticals
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments
NEOG,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEOS,"Neos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
NEOT,"Neothetics, Inc.",Health Care,Major Pharmaceuticals
NEPT,Neptune Technologies & Bioresources Inc,Health Care,Major Pharmaceuticals
NERV,"Minerva Neurosciences, Inc",Health Care,Major Pharmaceuticals
NK,"NantKwest, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NKTR,Nektar Therapeutics,Health Care,Major Pharmaceuticals
NLNK,NewLink Genetics Corporation,Health Care,Major Pharmaceuticals
NOVN,"Novan, Inc.",Health Care,Major Pharmaceuticals
NRCIA,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRCIB,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSTG,"NanoString Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NTEC,Intec Pharma Ltd.,Health Care,Major Pharmaceuticals
NTLA,"Intellia Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTRA,"Natera, Inc.",Health Care,Medical Specialities
NURO,"NeuroMetrix, Inc.",Health Care,Medical/Dental Instruments
NUROW,"NeuroMetrix, Inc.",Health Care,Medical/Dental Instruments
NUVA,"NuVasive, Inc.",Health Care,Medical/Dental Instruments
NVAX,"Novavax, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCN,Neovasc Inc.,Health Care,Medical/Dental Instruments
NVCR,NovoCure Limited,Health Care,Medical/Dental Instruments
NVDQ,Novadaq Technologies Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVET,Nexvet Biopharma plc,Health Care,Major Pharmaceuticals
NVGN,Novogen Limited,Health Care,Major Pharmaceuticals
NVIV,InVivo Therapeutics Holdings Corp.,Health Care,Medical/Dental Instruments
NVLN,Novelion Therapeutics Inc. ,Health Care,Major Pharmaceuticals
NVLS,"Nivalis Therapeutics, Inc.",Health Care,Major Pharmaceuticals
NVTR,Nuvectra Corporation,Health Care,Medical/Dental Instruments
NXTM,"NxStage Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NYMX,Nymox Pharmaceutical Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OASM,Oasmia Pharmaceutical AB,Health Care,Major Pharmaceuticals
OBLN,"Obalon Therapeutics, Inc.",Health Care,Medical/Dental Instruments
OBSV,ObsEva SA,Health Care,Major Pharmaceuticals
OCRX,"Ocera Therapeutics, Inc.",Health Care,Major Pharmaceuticals
OCUL,"Ocular Therapeutix, Inc.",Health Care,Major Pharmaceuticals
OFIX,Orthofix International N.V.,Health Care,Medical/Dental Instruments
OGXI,OncoGenex Pharmaceuticals Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OHRP,"Ohr Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
OMED,"OncoMed Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
OMER,Omeros Corporation,Health Care,Major Pharmaceuticals
ONCE,"Spark Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ONCS,OncoSec Medical Incorporated,Health Care,Major Pharmaceuticals
ONS,"Oncobiologics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ONSIW,"Oncobiologics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ONSIZ,"Oncobiologics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ONTX,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ONTXW,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ONVO,"Organovo Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OPGN,"OpGen, Inc.",Health Care,Medical Specialities
OPGNW,"OpGen, Inc.",Health Care,Medical Specialities
OPHT,Ophthotech Corporation,Health Care,Major Pharmaceuticals
OPK,"Opko Health, Inc.",Health Care,Major Pharmaceuticals
OPXA,"Opexa Therapeutics, Inc.",Health Care,Major Pharmaceuticals
OPXAW,"Opexa Therapeutics, Inc.",Health Care,Major Pharmaceuticals
OREX,"Orexigen Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ORMP,Oramed Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
ORPN,Bioblast Pharma Ltd.,Health Care,Major Pharmaceuticals
OSIR,"Osiris Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSUR,"OraSure Technologies, Inc.",Health Care,Medical/Dental Instruments
OTIC,"Otonomy, Inc.",Health Care,Major Pharmaceuticals
OVAS,OvaScience Inc.,Health Care,Major Pharmaceuticals
OXFD,Oxford Immunotec Global PLC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PAHC,Phibro Animal Health Corporation,Health Care,Major Pharmaceuticals
PAVM,PAVmed Inc.,Health Care,Medical/Dental Instruments
PAVMW,PAVmed Inc.,Health Care,Medical/Dental Instruments
PBMD,Prima BioMed Ltd,Health Care,Major Pharmaceuticals
PBYI,Puma Biotechnology Inc,Health Care,Major Pharmaceuticals
PCRX,"Pacira Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
PDCO,"Patterson Companies, Inc.",Health Care,Medical Specialities
PDEX,"Pro-Dex, Inc.",Health Care,Medical/Dental Instruments
PDLI,"PDL BioPharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PETS,"PetMed Express, Inc.",Health Care,Medical/Nursing Services
PETX,"Aratana Therapeutics, Inc.",Health Care,Major Pharmaceuticals
PGNX,Progenics Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
PHMD,"PhotoMedex, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PIRS,"Pieris Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
PLSE,"Pulse Biosciences, Inc",Health Care,Medical/Dental Instruments
PMD,Psychemedics Corporation,Health Care,Medical Specialities
PODD,Insulet Corporation,Health Care,Medical/Dental Instruments
PPHM,Peregrine Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
PPHMP,Peregrine Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
PRAH,"PRA Health Sciences, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAN,Prana Biotechnology Ltd,Health Care,Major Pharmaceuticals
PRPH,"ProPhase Labs, Inc.",Health Care,Major Pharmaceuticals
PRQR,ProQR Therapeutics N.V.,Health Care,Major Pharmaceuticals
PRTA,Prothena Corporation plc,Health Care,Major Pharmaceuticals
PRTK,"Paratek Pharmaceuticals, Inc. ",Health Care,Major Pharmaceuticals
PRTO,"Proteon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRXL,PAREXEL International Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PSTI,"Pluristem Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTCT,"PTC Therapeutics, Inc.",Health Care,Major Pharmaceuticals
PTGX,"Protagonist Therapeutics, Inc.",Health Care,Major Pharmaceuticals
PTI,"Proteostasis Therapeutics, Inc.",Health Care,Major Pharmaceuticals
PTIE,Pain Therapeutics,Health Care,Major Pharmaceuticals
PTLA,"Portola Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
PTX,"Pernix Therapeutics Holdings, Inc.",Health Care,Major Pharmaceuticals
PULM,"Pulmatrix, Inc.",Health Care,Major Pharmaceuticals
PZRX,"PhaseRx, Inc.",Health Care,Major Pharmaceuticals
